年份,国家/地区,中文校名,外文校名
2018,沙特阿拉伯,西贝柳斯音乐学院,Sibelius Academy
2019,沙特阿拉伯,罗萨里奥大学,Universidad del Rosario
2020,斯里兰卡,哥斯达黎加大学,Universidad de Costa Rica
2016,斯洛伐克,国立哈萨克斯坦理工大学,Kazakh National Technical University named after K.I.Satpaev
2017,斯洛伐克,韩国国立艺术大学,Korea National University of Arts
2016,斯洛文尼亚,韩国教员大学,Korea National University of Education
2018,斯洛文尼亚,世宗大学,Sejong University
2016,泰国,蔚山国立科技学院,Ulsan National Institute of Science & Technology
2016,泰国,乌得勒支艺术学院,Utrecht School of the Arts
2016,泰国,布拉格表演艺术学院,Academy of Performing Arts in Prague
2016,泰国,布拉格经济大学,"University of Economics, Prague"
2016,泰国,马萨克里大学,Masaryk University
2016,泰国,黎巴嫩圣约瑟夫大学,Université Saint-Joseph de Beyrouth
2016,泰国,马来西亚国际伊斯兰大学,International Islamic University Malaysia (IIUM)
2016,泰国,沙巴大学,Universiti Malaysia Sabah (UMS)
2016,泰国,巴布森学院,"Babson College, F.W. Olin Graduate School of Business"
2016,泰国,北德克萨斯州大学,University of North Texas
2020,泰国,北亚利桑那大学,Northern Arizona University
2019,坦桑尼亚,丹佛大学,University of Denver
2016,土耳其,柯蒂斯音乐学院,Curtis Institute of Music
2016,土耳其,肯特州立大学,Kent State University at Kent
2016,土耳其,马里兰艺术学院,Maryland Institute College of Art
2016,土耳其,马萨诸塞大学波士顿分校,University of Massachusetts - Boston
2016,土耳其,纽约视觉艺术学院,School of Visual Arts (SVA)
2016,土耳其,纽约州立大学波切斯分校,Purchase College SUNY
2016,土耳其,史蒂文斯理工学院,Stevens Institute of Technology
2016,土耳其,西弗吉尼亚大学,West Virginia University
2016,土耳其,新墨西哥州立大学,New Mexico State University
2017,土耳其,茱莉亚学院,The Juilliard School
2018,土耳其,卡耶塔诺-埃雷迪亚大学,Universidad Peruana Cayetano Heredia (UPCH)
2020,土耳其,瓜达拉哈拉大学,Universidad de Guadalajara (UDG)
2020,土耳其,西开普大学,University of the Western Cape
2018,委内瑞拉,丰田工业大学,Toyota Technological Institute
2019,委内瑞拉,横滨市立大学,Yokohama City University
2018,文莱,吕勒奥大学,Lulea University
2019,文莱,斯德哥尔摩皇家音乐学院,Royal College of Music in Stockholm (KMH)
2016,乌干达,日内瓦音乐学院,Conservatoire de Musique de Genève
2016,乌克兰,苏黎世艺术大学,Zurich University of the Arts (ZHdK)
2016,乌克兰,塞浦路斯理工大学,Cyprus University of Technology
2017,乌克兰,斯洛伐克工业大学,Slovak University of Technology in Bratislava
2019,乌克兰,安提里姆大学,Atilim University
2020,乌克兰,基辅柴可夫斯基音乐学院,Tchaikovsky National Academy of Music (Kiev Conservatory)
2018,乌拉圭,奥维耶多大学,University of Oviedo
2018,乌拉圭,加泰罗尼亚高等音乐学院,Escola Superior de Música de Catalunya
2016,西班牙,李斯特音乐学院,The Liszt Academy of Music
2016,西班牙,阿米尔卡比尔理工大学 Amirkabir University of Technology,
2016,西班牙,德黑兰医科大学,Tehran University of Medical Sciences
2016,西班牙,贝加莫大学,University of Bergamo
2016,西班牙,博尔扎诺自由大学,Free University of Bozen-Bolzano
2016,西班牙,卡拉布里亚大学,University of Calabria
2016,西班牙,萨勒诺大学,University of Salerno
2016,西班牙,圣塞西莉亚音乐学院,Conservatorio Santa Cecilia
2016,西班牙,加尔各答大学,University of Calcutta
2016,西班牙,贾达普大学,Jadavpur University
2016,西班牙,印度科学学院班加罗尔分校,Indian Institute of Science (IISc) Bangalore
2016,西班牙,印度矿业学院丹巴德分校,"Indian School of Mines (ISM) University, Dhanbad"
2016,西班牙,印度信息技术学院阿拉哈巴德校区,Indian Institute of Information Technology (IIIT) - Allahabad
2016,西班牙,登巴萨艺术学院,Indonesian Institute of Arts Denpasar
2016,西班牙,日惹艺术学院,Indonesia Institute of the Arts Yogyakarta
2016,西班牙,苏腊卡尔塔艺术学院,Indonesia Institute of the Arts Surakarta
2016,西班牙,安格利亚鲁斯金大学,Anglia Ruskin University
2016,西班牙,皇家音乐学院,Royal College of Music
2016,西班牙,伦敦大学皇家音乐学校,Royal Academy of Music
2016,西班牙,伦敦大学演讲与戏剧学校,Central School of Speech & Drama
2016,西班牙,伦敦都市大学,London Metropolitan University
2016,西班牙,曼彻斯特城市大学,Manchester Metropolitan University
2016,西班牙,曼彻斯特建筑学院,Manchester School of Architecture
2017,西班牙,诺森比亚大学,Northumbria University at Newcastle
2017,西班牙,三一拉邦艺术学院,Trinity Laban Conservatoire of Music and Dance
2018,西班牙,市政厅音乐及戏剧学院,Guildhall School of Music and Drama
2018,西班牙,苏格兰皇家音乐学院,Royal Conservatoire of Scotland (Formerly Royal Scottish Academy of Music and Drama)
2018,西班牙,阿道夫伊瓦涅斯大学,Universidad Adolfo Ibàñez
2018,西班牙,迭亚戈波塔勒斯大学,Universidad Diego Portales (UDP)
2019,西班牙,元智大学,Yuan Ze University
2019,西班牙,香港教育大学,The Education University of Hong Kong
2019,西班牙,国立滨海大学,Universidad Nacional del Litoral
2020,西班牙,爱沙尼亚艺术学院,Estonian Academy of Arts
2020,西班牙,塔林大学,Tallinn University
2020,西班牙,维也纳美术学院,Academy of Fine Arts Vienna
2020,西班牙,维也纳应用艺术大学,University of Applied Arts Vienna
2020,西班牙,卡拉奇大学,University of Karachi
2020,西班牙,巴伊亚联邦大学,Universidade Federal da Bahia
2016,希腊,戈亚斯联邦大学,Universidade Federal de Goiás
2016,希腊,里约热内卢联邦农业大学,Universidade Federal Rural do Rio de Janeiro
2016,希腊,隆德里纳州立大学,Universidade Estadual de Londrina
2016,希腊,玛丽亚联邦大学,Universidade Federal de Santa Maria
2016,希腊,塞阿拉联邦大学,Universidade Federal do Ceará (UFC)
2016,希腊,乌贝兰迪亚联邦大学,Universidade Federal de Uberlândia
2016,希腊,索菲亚大学,Sofia University St. Kliment Ohridski
2016,希腊,蒙斯大学,University of Mons
2016,新加坡,雷克雅未克大学,Reykjavík University
2016,新加坡,波兹南密茨凯维奇大学,Adam Mickiewicz University
2016,新加坡,华沙经济学院,Warsaw School of Economics (SGH)
2016,新加坡,奥胡斯建筑学院,Aarhus School of Architecture
2020,新加坡,哥本哈根信息技术大学,IT University of Copenhagen
2020,新加坡,科尔丁设计学院,Design School Kolding
2016,新西兰,汉诺威音乐戏剧与媒体学院,"Hochschule für Musik, Theater und Medien Hannover"
2016,新西兰,帕绍大学,University of Passau
2016,新西兰,魏玛包豪斯大学,Bauhaus-Universität Weimar
2016,新西兰,第一莫斯科国立医科大学,The State Education Institution of Higher Professional Training The First Sechenov Moscow State Medical
2016,新西兰,俄罗斯国立科技大学,The National University of Science and Technology MISIS
2016,新西兰,俄罗斯国立人文大学,Russian State University for the Humanities
2016,新西兰,俄罗斯联邦政府财政大学,Financial University under the Government of the Russian Federation
2016,新西兰,俄罗斯门捷列夫化工大学,Mendeleyev University of Chemical Technology of Russia
2016,匈牙利,莫斯科动力学院,National Research University Moscow Power Engineering Institute (MPEI)
2016,匈牙利,莫斯科新经济学院,New Economic School
2016,匈牙利,萨马拉国立研究大学,Samara National Research University (Samara University)
2016,匈牙利,圣彼得堡国立电工技术大学,Saint-Petersburg Electrotechnical University LETI
2016,匈牙利,下诺夫哥罗德大学,Lobachevsky University
2016,匈牙利,巴黎文理研究大学,Paris Sciences et Lettres – PSL Research University Paris
2016,匈牙利,布莱兹•帕斯卡大学,Blaise Pascal University
2016,匈牙利,格勒诺布尔高等商学院,Grenoble Ecole de Management
2017,匈牙利,国立高等化工学院,"École Nationale Supérieure des Industries Chimiques (ENSIC), Nancy"
2019,匈牙利,里维埃拉大学,University of Côte d’Azur
2016,伊朗,第比利斯国立大学,Ivane Javakhishvili Tbilisi State University
2016,伊朗,哈萨克国立师范大学,Kazakh National Pedagogical University named after Abay
2016,伊朗,国民大学,Kookmin University
2017,伊朗,翰林大学,Hallym University
2017,伊朗,嘉泉医科大学,Gachon University of Medicine and Science
2018,伊朗,建国大学,Konkuk University
2018,伊朗,江原国立大学,Kangwon National University
2018,伊朗,仁济大学,Inje University
2018,伊朗,忠北国立大学,Chungbuk National University
2018,伊朗,NHTV布雷达应用科技大学,NHTV Breda University of Applied Sciences
2018,伊朗,阿姆斯特丹牙科学术中心,"Academic Centre for Dentistry Amsterdam (ACTA), Amsterdam the Netherlands"
2020,伊朗,瑞尔森大学,Ryerson University
2020,伊朗,加纳大学,University of Ghana
2020,伊朗,斯普利特大学,University of Split
2016,以色列,布加勒斯特经济研究学院,The Bucharest University of Economic Studies
2016,以色列,布加勒斯特理工大学,University Politehnica of Bucharest
2016,以色列,布加勒斯特农业与兽医大学,University of Agricultural Sciences and Veterinary Medicine Bucharest
2016,以色列,国能大学,Universiti Tenaga Nasional (UNITEN)
2016,以色列,拉曼大学,Universiti Tunku Abdul Rahman (UTAR)
2016,以色列,马来西亚玻璃市大学,Universiti Malaysia Perlis
2018,以色列,马来西亚登嘉楼大学,Universiti Malaysia Terengganu (UMT)
2016,意大利,马来西亚敦胡先翁大学,Universiti Tun Hussein Onn Malaysia (UTHM)
2016,意大利,马来西亚彭亨大学,Universiti Malaysia Pahang
2016,意大利,苏丹依德利斯师范大学,Universiti Pendidikan Sultan Idris (UPSI)
2016,意大利,泰勒大学,Taylor's University
2016,意大利,阿克伦大学,University of Akron
2016,意大利,霍夫斯特拉大学,Hofstra University
2016,意大利,内华达大学拉斯维加斯分校,University of Nevada - Las Vegas
2016,意大利,塔尔萨大学,University of Tulsa
2016,意大利,印第安纳州立大学,Indiana State University
2016,意大利,拉莫林国立农业大学,Universidad Nacional Agraria la Molina
2016,意大利,阿纳瓦克大学,Universidad Anahuac
2016,意大利,查平戈自治大学,Universidad Autónoma de Chapingo
2016,意大利,克雷塔罗自治大学,Universidad Autónoma de Querétaro (UAQ)
2016,意大利,蒙特雷大学,Universidad de Monterrey (UDEM)
2016,意大利,墨西哥州立自治大学,Universidad Autónoma del Estado de México (UAEMex)
2016,意大利,普埃布拉美洲大学,Universidad de las Américas Puebla (UDLAP)
2016,意大利,新莱昂自治大学,Universidad Autónoma de Nuevo León
2016,意大利,伊巴丹大学,University of Ibadan
2016,意大利,奥斯陆国家艺术学院,Oslo National Academy of the Arts
2016,意大利,挪威经济学院,NHH Norwegian School of Economics
2016,意大利,挪威音乐学院,Norwegian Academy of Music
2016,意大利,里斯本技术大学,Universidade Tecnica de Lisboa
2016,意大利,葡萄牙天主教大学,Universidade Católica Portuguesa - UCP
2016,意大利,北里大学,Kitasato University
2016,意大利,大阪府立大学,Osaka Prefecture University
2016,意大利,东海大学,Tokai University
2016,意大利,国际基督教大学,International Christian University
2016,意大利,近畿大学,Kindai University (Kinki University)
2016,意大利,九州工业大学,Kyushu Institute of Technology
2016,意大利,鹿儿岛大学,Kagoshima University
2016,意大利,青山学院大学,Aoyama Gakuin University
2016,意大利,日本大学,Nihon University
2016,意大利,同志社大学,Doshisha University
2016,意大利,武藏野大学,Musashino University
2016,意大利,格里昂高等教育学院,Glion Institute of Higher Education
2016,意大利,国家旅游与酒店管理学院,State Tourism and Hotel Management School (SSAT)
2016,意大利,理诺士国际酒店管理学院,Les Roches International School of Hotel Management
2016,意大利,洛桑酒店管理学院,Ecole hôtelière de Lausanne
2016,意大利,瑞士国际管理学院,International Management Institute Switzerland
2016,意大利,瑞士国际酒店旅游管理学院,HTMi - Hotel and Tourism Management Institute Switzerland
2016,意大利,瑞士酒店管理大学,Swiss Hotel Management School
2016,意大利,苏黎世造型与艺术学院,Hochschule für Gestaltung und Kunst Zürich
2017,意大利,诺维萨德大学,University of Novi Sad
2017,意大利,阿卜杜勒国王健康科学大学,King Saud bin Abdulaziz University For Health Sciences
2017,意大利,哈立德国王大学,King Khalid University
2017,意大利,马里博尔大学,University of Maribor
2017,意大利,爱琴海大学,Ege Üniversitesi
2018,意大利,委内瑞拉中央大学,Universidad Central de Venezuela
2018,意大利,文莱达鲁萨兰大学,Universiti Brunei Darussalam (UBD)
2019,意大利,共和大学,Universidad de la República (UdelaR)
2019,意大利,蒙得维的亚大学,Universidad de Montevideo (UM)
2020,意大利,艾赛德商学院,ESADE Ramon Llull University
2016,印度,得恩普萨商学院,IE Business School
2016,印度,海梅一世大学,Universitat Jaume I
2016,印度,胡安卡洛斯国王大学,Universidad Rey Juan Carlos
2016,印度,巴伯勒理工大学,Babol Noshirvani University of Technology
2016,印度,大不里士医科大学,Tabriz University of Medical Sciences
2016,印度,马什哈德医科大学,Mashhad University of Medical Sciences
2016,印度,沙希德贝赫什迪大学,Shahid Beheshti University (SBU)
2016,印度,设拉子医科大学,Shiraz University of Medical Sciences
2016,印度,伊斯兰阿扎德大学,Islamic Azad University
2016,印度,海法大学,University of Haifa
2016,印度,罗马美术学院,Accademia Belle Arti Roma
2016,印度,威尼斯建筑大学,Universita' IUAV di Venezia
2016,印度,国立理工学院蒂魯吉拉帕利分校,National Institute of Technology Tiruchirappalli
2016,印度,马德拉斯大学,University of Madras
2016,印度,麦里普高等教育研究院,Manipal Academy of Higher Education
2016,印度,孟买大学,University of Mumbai
2016,印度,浦那大学,Savitribai Phule Pune University
2016,印度,印度国立设计学院,"National Institute of Design, India"
2016,印度,印度理工学院丹巴德校区（印度矿业学院）,"INDIAN INSTITUTE OF TECHNOLOGY (INDIAN SCHOOL OF MINES), DHANBAD"
2016,印度,印度商学院,Indian School of Business
2017,印度,加查马达大学,Gadjah Mada University
2017,印度,爱丁堡艺术学院,Edinburgh College of Art (ECA)
2017,印度,布莱顿与苏赛克斯医学院,Brighton and Sussex Medical School
2017,印度,创意艺术大学,University for the Creative Arts
2017,印度,法尔茅斯艺术学院,Falmouth College of Arts University College Falmouth
2018,印度,哈德斯菲尔德大学,University of Huddersfield
2018,印度,哈珀亚当斯大学,Harper Adams University
2018,印度,利物浦约翰摩尔斯大学,Liverpool John Moores University
2018,印度,密德萨斯大学,Middlesex University
2018,印度,谢菲尔德哈伦大学,Sheffield Hallam University
2018,印度,约旦科技大学,Jordan University of Science and Technology
2018,印度,胡志明市国家大学,Vietnam National University - Ho Chi Minh City (VNU-HCM)
2018,印度,越南河内国家大学,"Vietnam National University, Hanoi"
2019,印度,阿尔伯托·赫塔多大学,Universidad Alberto Hurtado
2019,印度,塔尔卡大学,Universidad de Talca
2019,印度,旅游学院,Institute for Tourism Studies
2019,印度,国立台北大学,National Taipei University
2020,印度,香港演艺学院,Hong Kong Academy of Performing Arts
2020,印度,曼苏尔大学,Mansoura University
2020,印度,塔林理工大学,Tallinn University of Technology (TalTech)
2020,印度,巴基斯坦工程与应用科学学院,Pakistan Institute of Engineering and Applied Sciences (PIEAS)
2020,印度,佩洛塔斯联邦大学,Universidade Federal de Pelotas
2020,印度,波多黎各大学,Universidad de Puerto Rico
2020,印度,俄罗斯友谊大学,RUDN University
2020,印度,圣彼得堡欧洲大学,European University at St Petersburg
2020,印度,特鲁瓦工程技术大学,"Université de Technologie, Troyes (UTT)"
2020,印度,阿基坦大学与科研机构共同体大学,Communaute d'Universites et Etablissements d'Aquitaine (ComUE)
2016,印度尼西亚,巴黎东大,Universite Paris-Est (ComUE)
2016,印度尼西亚,巴黎萨克雷大学,Universite Paris Saclay (ComUE)
2016,印度尼西亚,勃艮第-弗朗什孔泰大学,Universite Bourgogne Franche-Comte (ComUE)
2017,印度尼西亚,大西洋国立高等矿业电信学校,IMT Atlantique
2017,印度尼西亚,法国北部里尔大学,Universite Lille-Nord-deFrance (ComUE)
2017,印度尼西亚,国立高等美术学校,"École Nationale Supérieure des Beaux-Arts, Paris"
2018,印度尼西亚,朗多克鲁西永大学,Languedoc-Roussillon Universites (ComUE)
2019,印度尼西亚,里昂大学,Universite de Lyon (ComUE)
2016,英国,蒙波利埃第三大学,Université de Montpellier
2016,英国,索邦巴黎西岱大学,Universite Sorbonne Paris Cite-USPC (ComUE)
2016,英国,索邦大学,Sorbonne University
2016,英国,北方高等商学院,EDHEC Business School
2016,英国,EAFIT大学,Universidad EAFIT
2016,英国,奥埃佐夫南哈萨克斯坦国立大学,Auezov South Kazakhstan State University (SKSU)
2016,英国,阿姆斯特丹艺术学校,Amsterdam School of the Arts
2016,英国,马斯特里赫特管理学院,Maastricht School of Management
2016,英国,伊拉兹马斯经济学院,Erasmus School of Economics
2016,英国,安大略艺术与设计大学,OCAD University
2016,英国,布尔诺孟德尔大学,Mendel University in Brno
2016,英国,布拉格化学技术学院,"University of Chemistry and Technology, Prague"
2016,英国,布拉格艺术、建筑与设计学院,"Academy of Arts, Architecture and Design Prague"
2016,英国,捷克生命科学大学,Czech University of Life Sciences in Prague
2016,英国,乔治·埃内斯库国家艺术大学,University of Arts George Enescu Iasi
2016,英国,思特雅大学,UCSI University
2016,英国,阿尔弗雷德大学纽约州立陶瓷学院,New York State College of Ceramics at Alfred University
2016,英国,阿拉巴马大学亨茨维尔分校,University of Alabama in Huntsville
2016,英国,伯克利学院,Berkeley College
2016,英国,加利大学-默塞德,"University of California, Merced"
2016,英国,密西西比州立大学,Mississippi State University
2016,英国,缅因大学-奥罗诺,University of Maine
2016,英国,圣地亚哥大学,University of San Diego
2016,英国,斯克利普斯研究所,The Scripps Research Institute (TSRI)
2016,英国,新墨西哥矿业技术学院,New Mexico Institute of Mining and Technology
2016,英国,墨西哥学院大学,"El Colegio de México, A.C."
2016,英国,奥斯陆建筑学院,Oslo School of Architecture
2016,英国,帝京大学,Teikyo University
2016,英国,名古屋城市大学,Nagoya City University
2016,英国,名古屋技术学院,Nagoya Institute of Technology (NIT)
2016,英国,藤田医科大学,Fujita Health University
2016,英国,伯尔尼-苏黎世兽医学院,Vetsuisse Faculty Bern and Zurich
2016,英国,费萨尔国王大学,Alfaisal University
2016,英国,达累斯萨拉姆大学,University of Dar es Salaam
2016,英国,西蒙·玻利瓦尔大学,Universidad Simón Bolívar (USB)
2016,英国,文莱科技大学,Universiti Teknologi Brunei
2016,英国,基辅国立语言大学,Kiev National Linguistics University
2016,英国,巴塞罗那大学酒店管理学院,"University College of Hospitality Management Sant Pol de Mar, Barcelona"
2016,英国,拉曼·鲁尔大学,Universitat Ramon Llull
2016,英国,维戈大学,Universidade de Vigo
2016,英国,圣伊斯特万大学,Szent István University Göd öllő
2016,英国,国际社会科学自由大学,LUISS University
2016,英国,欧洲设计学院,IED Istituto Europeo di Design
2016,英国,贾米亚哈姆达,"Jamia Hamdard, New Delhi"
2016,英国,孟买化工学院,"Institute of Chemical Technology (UDCT), Mumbai"
2016,英国,圣加索瓦高等教育和研究学院,JSS Academy of Higher Education and Research
2016,英国,印度理工学院印多尔分校,Indian Institute of Technology Indore
2016,英国,雅加达艺术学院,Jakarta Institute for the Arts
2016,英国,考文垂大学,Coventry University
2016,英国,西苏格兰大学,University of the West of Scotland
2016,英国,约旦大学,University of Jordan
2016,英国,智利发展大学,University of Desarroll
2016,英国,哈里发科技大学,Khalifa University of Science and Technology
2016,英国,阿联酋酒店管理学院,The Emirates Academy of Hospitality Management (EAHM)
2016,英国,阿斯旺大学,Aswan University
2016,英国,艾斯尤特大学,Assiut University
2016,英国,苏伊士运河大学,Suez Canal University
2016,英国,爱沙尼亚音乐和剧院学院,Estonian Academy of Music and Theatre
2016,英国,克拉根福大学,University of Klagenfurt
2016,英国,澳洲国立墨尔本大学维多利亚艺术学院,Victorian College of the Arts - University of Melbourne
2016,英国,蓝山国际酒店管理学院,Blue Mountains International Hotel Management School (BMIHMS)
2016,英国,旁遮普大学,University of the Punjab
2016,英国,弗拉瑞克商学院,Vlerick Business School
2016,英国,波兹南理工大学,Poznań University of Technology
2016,英国,波兹南生命科学大学,Poznan University of Life Sciences
2016,英国,波兰科学学院,Polish Academy of Sciences
2016,英国,伍珀塔尔大学,University of Wuppertal
2016,英国,凯泽斯劳滕工业大学,Technische Universität Kaiserslautern
2016,英国,伊尔默瑙工业大学,Technische Universität Ilmenau
2016,英国,欧洲商学院,EBS Business School
2016,英国,圣彼得堡国立技术学院（技术大学）,Saint Petersburg State Polytechnic University
2016,英国,莫斯科大剧院芭蕾舞学院,Moscow State Academy of Choreography (The Bolshoi Ballet Academy)
2016,英国,俄罗斯国立医科大学,Pirogov Russian National Research Medical University (RNRMU)
2016,英国,俄罗斯普列汉诺夫经济大学,Plekhanov Russian University of Economics
2016,英国,巴黎大学（2019年成立）,University of Paris
2016,英国,圣埃蒂安国立高等矿业学校,École des Mines de Saint-Étienne
2016,英国,社会科学高等学院,Ecole des Hautes Etudes en Sciences Sociales
2016,英国,法国国立高等装饰艺术学院,Ecole Nationale Supérieure des Arts Décoratifs (ENSAD)
2016,英国,里尔中央理工学院,École Centrale de Lille
2016,英国,瓦岱勒国际酒店与旅游管理商学院,"Vatel, Hotel and Tourism Business School"
2017,英国,圣多默大学,University of Santo Tomas
2017,英国,山谷大学,Universidad del Valle
2017,英国,哈瓦那大学,Universidad de La Habana
2017,英国,荷兰海牙酒店管理学院,Hotel School The Hague
2017,英国,温莎大学,University of Windsor
2017,英国,新不伦瑞克大学,University of New Brunswick
2017,英国,南阿尔伯特理工学院旅游与酒店管理学院,SAIT Polytechnic - School of Hospitality and Tourism
2017,英国,布鲁克大学,Brock University
2017,英国,捷克布杰约维采南波西米亚大学,University of South Bohemia
2017,英国,德克萨斯农工大学卡塔尔分校,Texas A&M University at Qatar
2017,英国,科威特大学,Kuwait University
2018,英国,黎巴嫩美国大学,Lebanese American University
2018,英国,考纳斯理工大学,Kaunas University of Technology
2018,英国,米科拉斯·罗梅里斯大学,Mykolas Romeris University
2018,英国,克卢日·纳波卡理工大学,Technical University of Cluj-Napoca
2018,英国,蒂米什瓦拉罗理工大学,"University Politehnica of Timisoara, UPT"
2018,英国,克卢日·纳波卡农业与兽医大学,University of Agricultural Sciences and Veterinary Medicine Cluj-Napoca
2018,英国,律路哈蒂耶加努医药大学,Iuliu Hatieganu University of Medicine and Pharmacy
2018,英国,佛罗里达技术学院,Florida Institute of Technology
2018,英国,加利福尼亚州立大学弗雷斯诺分校,California State University--Fresno
2019,英国,纽约城市大学研究生院,CUNY Graduate School and University Center
2019,英国,威斯康星大学密尔沃基分校,University of Wisconsin - Milwaukee
2020,英国,诺瓦东南大学,Nova Southeastern University
2020,英国,密苏里大学-圣路易斯,University of Missouri-St Louis
2020,英国,美国天主教大学,The Catholic University of America
2018,约旦,新泽西理工大学,New Jersey Institute of Technology (NJIT)
2019,约旦,北卡罗来纳大学夏洛特分校,University of North Carolina at Charlotte
2018,越南,密苏里科技大学,Missouri University of Science and Technology
2018,越南,北卡罗来纳大学格林斯堡分校,University of North Carolina at Greensboro
2020,越南,德克萨斯基督教大学,Texas Christian University
2016,智利,孟加拉工程技术大学,Bangladesh University of Engineering and Technology
2016,智利,蒙特雷技术大学,Tecnológico de Monterrey
2016,智利,南非自由州大学,University of the Free State
2016,智利,科文纳特大学,Covenant University
2016,智利,葡萄牙天主教大学,Catholic University of Portugal
2016,智利,里斯本大学学院,ISCTE-IUL
2016,智利,产业医科大学,"University of Occupational and Environmental Health, Japan"
2016,智利,东京外国语大学,Tokyo University of Foreign Studies
2016,智利,关西学院大学,Kwansei Gakuin University
2017,智利,立命馆大学,Ritsumeikan University
2017,智利,北陆先端科学技术大学院大学,Japan Advanced Institute of Science and Technology
2018,智利,爱媛大学,Ehime University
2018,智利,岛根大学,Shimane University
2019,智利,蒙特酒店管理学校,Hotel Institute Montreux
2020,智利,瑞士凯撒里兹酒店管理大学,César Ritz Colleges Switzerland
2016,中国澳门,瑞士纳沙泰尔酒店管理大学,IHTTI School of Hotel Management
2018,中国澳门,瑞士厨艺管理大学,Culinary Arts Academy Switzerland
2020,中国澳门,瑞士工商酒店管理学院,Business and Hotel Management School
2016,中国台湾,康提佩拉德尼亚大学,University of Peradeniya
2016,中国台湾,国王科技大学-北曼谷,King Mongkut's University of Technology North Bangkok
2016,中国台湾,詹卡亚大学,Cankaya University
2016,中国台湾,伊尔第兹斯理工大学,Yildiz Technical University
2016,中国台湾,乌克兰国家理工大学,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute"""
2016,中国台湾,巴利阿里群岛大学,University of the Balearic Islands
2016,中国台湾,科米利亚斯主教大学,Universidad Pontificia Comillas
2016,中国台湾,穆尔西亚大学,University of Murcia
2016,中国台湾,巴塞罗那经济学研究生院,Barcelona Graduate School of Economics
2016,中国台湾,德乌斯比大学,University of Deusto
2016,中国台湾,雷赫士旅馆管理学院西班牙马贝拉,Les Roches Marbella
2016,中国台湾,新加坡科技设计大学,Singapore University of Technology and Design
2016,中国台湾,新加坡管理学院,Singapore Institute of Management
2016,中国台湾,亚苏季大学,Yasouj University
2016,中国台湾,设拉子大学,Shiraz University
2016,中国台湾,伊斯法罕理工大学,Isfahan University of Technology
2016,中国台湾,国际社会科学自由大学,Luiss University
2016,中国台湾,印度理工学院罗巴尔校区,Indian Institute of Technology Ropar
2016,中国台湾,国际信息技术研究所海得拉巴,International Institute of Information Technology - Hyderabad (IIIT-H)
2016,中国台湾,博拉理工学院,"Birla Institute of Technology and Science, Pilani"
2017,中国台湾,韦洛尔理工大学,Vellore Institute of Technology (VIT)
2018,中国台湾,阿里格尔穆斯林大学,Aligarh Muslim University
2020,中国台湾,提尔塔阿玉酒店农业大学,Tamil Nadu Agricultural University
2016,中国香港,全印医科大学,All India Institute of Medical Sciences
2016,中国香港,印度管理研究所-勒克瑙,Indian Institute of Management (IIM) - Lucknow
2016,中国香港,共生博雅学校,Symbiosis International (Deemed University)
2016,中国香港,英吉拉·,甘地发展研究所 Indira Gandhi Institute of Development and Research
2016,中国香港,伯明翰城市大学,Birmingham City University
2016,中国香港,皇家北方音乐学院,Royal Northern College of Music (RNCM)
2016,中国香港,林肯大学,University of Lincoln
2016,中国香港,河内科技大学,Hanoi University of Science and Technology
2016,中国香港,塔拉帕卡大学,Universidad de Tarapaca
2017,中国香港,澳门科技大学,Macau University of Science and Technology
2018,中国香港,实践大学,Shih Chien University
